,Accuracy,Sensitivity,Specificity,F1,G-mean
579,0.7641666667,0.2388888889,0.7918128655000001,0.0919452285,0.4346710573
580,0.8872222222,0.033333333300000004,0.9321637427,0.028729591500000002,0.176272593
581,0.8575,0.0722222222,0.8988304094,0.0483821453,0.25316675650000003
582,0.6355555556,0.1944444444,0.6587719298,0.050596014200000004,0.3575470436
583,0.9088888889000001,0.1722222222,0.9476608187000001,0.158662786,0.4035255835
584,0.8761111111000001,0.0777777778,0.9181286550000001,0.0590227383,0.2668654742
585,0.96,0.6566666667000001,0.9875757576,0.729816095,0.8038361866
586,0.8827777778,0.1566666667,0.9487878788,0.1825757576,0.38486264270000003
587,0.9033333333,0.19,0.9681818182,0.24675324680000002,0.4276777868
588,0.7377777778,0.4466666667,0.7642424242,0.2209872507,0.5840165901000001
589,0.735,0.22,0.7818181818000001,0.1215488215,0.41472868700000004
590,0.7427777778,0.1133333333,0.8,0.0680535398,0.2991870766
591,0.7661111111000001,0.2966666667,0.8087878788,0.17366403560000002,0.4869289283
592,0.7880555556000001,0.19666666670000002,0.8418181818,0.1343431096,0.4068240576
593,0.8361111111,0.1433333333,0.8990909091,0.12707852890000002,0.3587402081
594,0.9552777778,0.66,0.9821212121,0.7088551702,0.8038641838
595,0.8805555556,0.1433333333,0.9475757576,0.1674312435,0.3672975102
596,0.8994444444,0.19,0.9639393939,0.2391025641,0.4267110552
597,0.7388888889,0.4466666667,0.7654545455,0.2217235043,0.5844843447
598,0.7333333333000001,0.22333333330000002,0.7796969697,0.12250299390000001,0.4172742144
599,0.7386111111,0.1133333333,0.7954545455,0.0670925176,0.2983623376
600,0.7647222222000001,0.2966666667,0.8072727273,0.1728607401,0.4864866377
601,0.7869444444,0.2033333333,0.84,0.13747876550000002,0.4132716259
