Accuracy,Sensitivity,Specificity,F1,G-mean,AUC,Balanced Accuracy,Type
0.6311,0.2976,0.6752,0.1584,0.4481,0.1667,0.4864,DecisionTreeClassifier
0.7278,0.2476,0.7912,0.1746,0.4415,0.5,0.5194,DecisionTreeClassifier
0.9844,0.8444,1.0,0.9147,0.9184,0.5,0.9222,NuSVCpoly
0.6956,0.3056,0.7389,0.1674,0.4751,0.3333,0.5222,NuSVCpoly
0.7828,0.4111,0.8241,0.2744,0.5775,0.3333,0.6176,NuSVCpoly
0.3461,0.5722,0.321,0.1489,0.4283,1.0,0.4466,NuSVCpoly
0.5667,0.4222,0.5827,0.1631,0.496,0.3333,0.5025,NuSVCpoly
0.6144,0.0889,0.6728,0.044,0.2411,0.0,0.3809,NuSVCpoly
0.3372,0.6389,0.3037,0.1613,0.4392,0.6667,0.4713,NuSVCpoly
0.4472,0.7389,0.4148,0.2109,0.5534,1.0,0.5769,NuSVCpoly
0.6072,0.4889,0.6204,0.1992,0.5504,0.8333,0.5546,NuSVCpoly
0.9694,0.8633,0.9907,0.9036,0.9246,0.1667,0.927,NuSVCpoly
0.5567,0.4233,0.5833,0.242,0.4966,0.6667,0.5033,NuSVCpoly
0.7606,0.1967,0.8733,0.2142,0.4135,0.0,0.535,NuSVCpoly
0.3628,0.16,0.4033,0.0771,0.2536,0.3333,0.2817,NuSVCpoly
0.6306,0.15,0.7267,0.1188,0.3264,0.3333,0.4383,NuSVCpoly
0.725,0.33,0.804,0.2864,0.5151,0.1667,0.567,NuSVCpoly
0.8739,0.7133,0.906,0.652,0.8027,0.0,0.8097,NuSVCpoly
0.4628,0.5733,0.4407,0.2625,0.5026,1.0,0.507,NuSVCpoly
0.6683,0.16,0.77,0.1385,0.3506,0.5,0.465,NuSVCpoly
0.8978,0.8571,0.9101,0.7965,0.8832,0.1667,0.8836,NuSVCpoly
0.6344,0.0262,0.8196,0.0312,0.1271,0.0,0.4229,NuSVCpoly
0.7317,0.0524,0.9384,0.0831,0.2211,0.1667,0.4954,NuSVCpoly
0.3561,0.4452,0.329,0.244,0.3827,0.5,0.3871,NuSVCpoly
0.4917,0.1,0.6109,0.0842,0.2462,0.1667,0.3554,NuSVCpoly
0.5306,0.3762,0.5775,0.2722,0.4661,0.3333,0.4769,NuSVCpoly
0.2072,0.5524,0.1022,0.2454,0.2376,0.6667,0.3273,NuSVCpoly
0.4906,0.4857,0.492,0.3074,0.4878,0.3333,0.4889,NuSVCpoly
0.4883,0.5286,0.4761,0.3253,0.5015,0.5,0.5023,NuSVCpoly
0.9728,0.8389,0.9877,0.8601,0.9099,0.5,0.9133,NuSVCpoly
0.6806,0.2611,0.7272,0.1405,0.4357,0.5,0.4941,NuSVCpoly
0.7806,0.15,0.8506,0.1206,0.3572,0.0,0.5003,NuSVCpoly
0.6611,0.3889,0.6914,0.1853,0.5146,0.0,0.5401,NuSVCpoly
0.8006,0.5833,0.8247,0.3688,0.693,0.1667,0.704,NuSVCpoly
0.6972,0.2722,0.7444,0.1523,0.4498,0.1667,0.5083,NuSVCpoly
0.5933,0.6722,0.5846,0.2488,0.6268,0.5,0.6284,NuSVCpoly
0.5411,0.3333,0.5642,0.1279,0.4332,0.1667,0.4488,NuSVCpoly
0.4878,0.5,0.4864,0.1633,0.4929,0.1667,0.4932,NuSVCpoly
0.9567,0.74,1.0,0.8506,0.8602,0.3333,0.87,NuSVCpoly
0.7711,0.08,0.9093,0.1021,0.2556,0.3333,0.4947,NuSVCpoly
0.8083,0.0367,0.9627,0.0604,0.1792,0.1667,0.4997,NuSVCpoly
0.6189,0.6533,0.612,0.3636,0.6323,0.6667,0.6327,NuSVCpoly
0.4061,0.3233,0.4227,0.1536,0.3693,0.3333,0.373,NuSVCpoly
0.6622,0.3567,0.7233,0.2604,0.5079,0.0,0.54,NuSVCpoly
0.4644,0.69,0.4193,0.3004,0.5378,0.3333,0.5547,NuSVCpoly
0.6711,0.2533,0.7547,0.2039,0.4366,0.3333,0.504,NuSVCpoly
0.6344,0.2567,0.71,0.1897,0.4268,0.0,0.4833,NuSVCpoly
0.9733,0.9214,0.9891,0.9413,0.9545,0.5,0.9553,NuSVCpoly
0.4894,0.3667,0.5268,0.2506,0.4386,0.3333,0.4467,NuSVCpoly
0.6672,0.2048,0.808,0.2229,0.4064,0.1667,0.5064,NuSVCpoly
0.2744,0.3952,0.2377,0.2027,0.3065,0.6667,0.3165,NuSVCpoly
0.8144,0.3476,0.9565,0.4621,0.5729,0.5,0.6521,NuSVCpoly
0.605,0.2524,0.7123,0.2297,0.4238,0.3333,0.4823,NuSVCpoly
0.2983,0.531,0.2275,0.2609,0.3474,1.0,0.3792,NuSVCpoly
0.3894,0.3929,0.3884,0.2297,0.3882,0.6667,0.3906,NuSVCpoly
0.6944,0.419,0.7783,0.3898,0.5706,0.3333,0.5987,NuSVCpoly
0.9633,0.7389,0.9883,0.799,0.8533,0.5,0.8636,NuSVCpoly
0.8217,0.2667,0.8833,0.2302,0.4853,0.0,0.575,NuSVCpoly
0.7944,0.0389,0.8784,0.0368,0.1802,0.0,0.4586,NuSVCpoly
0.6322,0.2944,0.6698,0.139,0.4441,0.3333,0.4821,NuSVCpoly
0.5917,0.2833,0.6259,0.1218,0.4201,0.0,0.4546,NuSVCpoly
0.7811,0.1389,0.8525,0.1125,0.3439,0.0,0.4957,NuSVCpoly
0.4661,0.4722,0.4654,0.1505,0.4686,0.8333,0.4688,NuSVCpoly
0.7844,0.3722,0.8302,0.2555,0.5537,0.3333,0.6012,NuSVCpoly
0.7111,0.2389,0.7636,0.1438,0.4227,0.0,0.5012,NuSVCpoly
0.9694,0.83,0.9973,0.9,0.9095,0.3333,0.9137,NuSVCpoly
0.7272,0.17,0.8387,0.1714,0.3761,0.1667,0.5043,NuSVCpoly
0.7694,0.1867,0.886,0.2119,0.405,0.6667,0.5363,NuSVCpoly
0.5128,0.43,0.5293,0.2279,0.4771,0.5,0.4797,NuSVCpoly
0.3961,0.3733,0.4007,0.1709,0.3868,0.1667,0.387,NuSVCpoly
0.6161,0.1467,0.71,0.1127,0.3203,0.0,0.4283,NuSVCpoly
0.4978,0.5667,0.484,0.2733,0.5236,0.5,0.5253,NuSVCpoly
0.4828,0.4733,0.4847,0.234,0.4788,1.0,0.479,NuSVCpoly
0.525,0.1233,0.6053,0.0793,0.2687,0.3333,0.3643,NuSVCpoly
0.9806,0.9262,0.9971,0.9569,0.961,0.5,0.9616,NuSVCpoly
0.6033,0.2619,0.7072,0.234,0.4275,0.0,0.4846,NuSVCpoly
0.6989,0.3071,0.8181,0.3222,0.5007,0.3333,0.5626,NuSVCpoly
0.3389,0.6548,0.2428,0.3161,0.3985,0.3333,0.4488,NuSVCpoly
0.5606,0.3976,0.6101,0.2967,0.4923,0.5,0.5039,NuSVCpoly
0.6911,0.281,0.8159,0.2979,0.4788,0.1667,0.5484,NuSVCpoly
0.5894,0.681,0.5616,0.4364,0.6183,0.6667,0.6213,NuSVCpoly
0.4156,0.5476,0.3754,0.3043,0.4533,0.1667,0.4615,NuSVCpoly
0.5106,0.3214,0.5681,0.2346,0.4273,0.0,0.4448,NuSVCpoly
0.9556,0.5889,0.9749,0.5703,0.7574,0.8333,0.7819,NuSVCpoly
0.9236,0.0556,0.9693,0.0678,0.2315,0.1667,0.5124,NuSVCpoly
0.8753,0.2167,0.9099,0.1481,0.444,0.0,0.5633,NuSVCpoly
0.4786,0.6444,0.4699,0.1101,0.5503,0.3333,0.5572,NuSVCpoly
0.5672,0.5778,0.5667,0.1176,0.5714,0.5,0.5722,NuSVCpoly
0.8283,0.1944,0.8617,0.1018,0.4093,0.1667,0.5281,NuSVCpoly
0.7275,0.3556,0.7471,0.1148,0.5135,0.8333,0.5513,NuSVCpoly
0.2503,0.6389,0.2298,0.0785,0.3832,1.0,0.4344,NuSVCpoly
0.6172,0.2667,0.6357,0.0652,0.4117,0.0,0.4512,NuSVCpoly
0.9675,0.61,1.0,0.7574,0.7808,0.5,0.805,NuSVCpoly
0.7156,0.3767,0.7464,0.1808,0.5302,0.5,0.5615,NuSVCpoly
0.9128,0.02,0.9939,0.0368,0.141,0.0,0.507,NuSVCpoly
0.4908,0.69,0.4727,0.1842,0.5711,0.8333,0.5814,NuSVCpoly
0.8972,0.05,0.9742,0.075,0.2207,0.0,0.5121,NuSVCpoly
0.9225,0.1267,0.9948,0.2132,0.3535,0.0,0.5608,NuSVCpoly
0.9175,0.0567,0.9958,0.102,0.2336,0.0,0.5262,NuSVCpoly
0.9364,0.2367,1.0,0.3824,0.4861,0.0,0.6183,NuSVCpoly
0.5497,0.4,0.5633,0.129,0.4744,0.3333,0.4817,NuSVCpoly
0.9764,0.7976,1.0,0.8874,0.8931,0.1667,0.8988,NuSVCpoly
0.5436,0.331,0.5717,0.1447,0.4349,0.1667,0.4513,NuSVCpoly
0.8347,0.3381,0.9003,0.322,0.5503,0.1667,0.6192,NuSVCpoly
0.3244,0.5024,0.3009,0.1479,0.3888,0.5,0.4017,NuSVCpoly
0.3736,0.4595,0.3623,0.1461,0.4076,0.3333,0.4109,NuSVCpoly
0.5544,0.3524,0.5811,0.1558,0.4525,0.8333,0.4668,NuSVCpoly
0.8025,0.1833,0.8843,0.1778,0.4023,0.5,0.5338,NuSVCpoly
0.8089,0.0905,0.9038,0.0996,0.2859,0.0,0.4971,NuSVCpoly
0.5764,0.3357,0.6082,0.1559,0.4514,0.3333,0.4719,NuSVCpoly
0.9761,0.8278,0.9839,0.7753,0.902,0.5,0.9058,NuSVCpoly
0.9078,0.0111,0.955,0.0121,0.0596,0.0,0.483,NuSVCpoly
0.79,0.0889,0.8269,0.0406,0.2708,0.6667,0.4579,NuSVCpoly
0.56,0.5944,0.5582,0.1189,0.5747,1.0,0.5763,NuSVCpoly
0.8097,0.1,0.8471,0.0494,0.2836,0.0,0.4735,NuSVCpoly
0.6978,0.15,0.7266,0.0473,0.3301,0.0,0.4383,NuSVCpoly
0.2367,0.6333,0.2158,0.0767,0.3697,0.6667,0.4246,NuSVCpoly
0.8761,0.1667,0.9135,0.1192,0.3892,0.0,0.5401,NuSVCpoly
0.7669,0.25,0.7942,0.0961,0.443,0.0,0.5221,NuSVCpoly
0.9883,0.91,0.9955,0.9287,0.9517,0.5,0.9527,NuSVCpoly
0.8536,0.1933,0.9136,0.1818,0.4196,0.1667,0.5535,NuSVCpoly
0.9044,0.1,0.9776,0.1478,0.3118,0.0,0.5388,NuSVCpoly
0.6331,0.5367,0.6418,0.1956,0.5857,0.3333,0.5892,NuSVCpoly
0.6947,0.1833,0.7412,0.091,0.3673,0.5,0.4623,NuSVCpoly
0.6647,0.0933,0.7167,0.0444,0.2586,0.0,0.405,NuSVCpoly
0.3228,0.72,0.2867,0.1505,0.4541,0.1667,0.5033,NuSVCpoly
0.5283,0.6133,0.5206,0.1781,0.5648,0.3333,0.567,NuSVCpoly
0.8081,0.0833,0.8739,0.067,0.265,0.0,0.4786,NuSVCpoly
0.9817,0.8976,0.9928,0.9196,0.944,0.5,0.9452,NuSVCpoly
0.5111,0.0929,0.5664,0.0424,0.2293,0.0,0.3296,NuSVCpoly
0.7078,0.0286,0.7975,0.0223,0.1509,0.3333,0.413,NuSVCpoly
0.2389,0.85,0.1582,0.2067,0.3666,1.0,0.5041,NuSVCpoly
0.7711,0.4238,0.817,0.3017,0.5884,0.8333,0.6204,NuSVCpoly
0.7864,0.1214,0.8742,0.1174,0.3258,0.0,0.4978,NuSVCpoly
0.2375,0.8881,0.1516,0.2137,0.3667,0.6667,0.5198,NuSVCpoly
0.5208,0.7024,0.4969,0.2548,0.5907,0.8333,0.5996,NuSVCpoly
0.7769,0.5571,0.806,0.3686,0.6701,0.1667,0.6816,NuSVCpoly
0.9803,0.6667,0.9968,0.7709,0.8147,0.5,0.8317,NuSVCpoly
0.6547,0.1167,0.683,0.0326,0.2808,0.3333,0.3999,NuSVCpoly
0.7764,0.1278,0.8105,0.0544,0.3185,0.0,0.4692,NuSVCpoly
0.5997,0.3167,0.6146,0.0733,0.4409,0.6667,0.4656,NuSVCpoly
0.7439,0.2778,0.7684,0.0982,0.4614,0.0,0.5231,NuSVCpoly
0.8111,0.1944,0.8436,0.0932,0.4047,0.0,0.519,NuSVCpoly
0.4133,0.5333,0.407,0.0833,0.4659,0.3333,0.4702,NuSVCpoly
0.6978,0.2833,0.7196,0.0858,0.4515,0.0,0.5015,NuSVCpoly
0.7069,0.3333,0.7266,0.1021,0.4918,0.5,0.53,NuSVCpoly
0.9864,0.84,0.9997,0.9111,0.9162,0.3333,0.9198,NuSVCpoly
0.7489,0.0967,0.8082,0.0599,0.2779,0.0,0.4524,NuSVCpoly
0.8411,0.1033,0.9082,0.0981,0.3063,0.1667,0.5058,NuSVCpoly
0.5931,0.5333,0.5985,0.1792,0.5647,0.5,0.5659,NuSVCpoly
0.8428,0.1667,0.9042,0.1514,0.3874,0.1667,0.5355,NuSVCpoly
0.7314,0.0867,0.79,0.0511,0.2613,0.1667,0.4383,NuSVCpoly
0.7908,0.4,0.8264,0.2417,0.5748,0.5,0.6132,NuSVCpoly
0.6428,0.6167,0.6452,0.2233,0.6302,0.1667,0.6309,NuSVCpoly
0.8769,0.2333,0.9355,0.2392,0.466,0.0,0.5844,NuSVCpoly
0.9842,0.8786,0.9981,0.9283,0.9364,0.1667,0.9383,NuSVCpoly
0.8392,0.169,0.9277,0.1972,0.3957,0.3333,0.5484,NuSVCpoly
0.6939,0.231,0.755,0.1496,0.4174,0.3333,0.493,NuSVCpoly
0.4742,0.581,0.4601,0.205,0.5169,0.8333,0.5205,NuSVCpoly
0.7172,0.4214,0.7563,0.2583,0.5645,0.3333,0.5889,NuSVCpoly
0.6903,0.3262,0.7384,0.1973,0.4897,0.0,0.5323,NuSVCpoly
0.5069,0.6595,0.4868,0.2376,0.5661,0.3333,0.5732,NuSVCpoly
0.4603,0.4643,0.4597,0.1673,0.462,0.3333,0.462,NuSVCpoly
0.5964,0.3048,0.6349,0.1497,0.4397,0.3333,0.4698,NuSVCpoly
0.8783,0.7,0.8981,0.5329,0.7901,0.5,0.7991,SVClinear
0.4133,0.4889,0.4049,0.1427,0.4442,0.5,0.4469,SVClinear
0.7689,0.1444,0.8383,0.1116,0.3479,0.5,0.4914,SVClinear
0.4589,0.2778,0.479,0.0931,0.3647,0.3333,0.3784,SVClinear
0.6861,0.4,0.7179,0.2032,0.5359,0.5,0.559,SVClinear
0.27,0.7389,0.2179,0.1675,0.3974,0.6667,0.4784,SVClinear
0.415,0.2833,0.4296,0.0879,0.3471,0.5,0.3565,SVClinear
0.8006,0.2,0.8673,0.1628,0.4055,0.3333,0.5336,SVClinear
0.49,0.05,0.5389,0.0192,0.1641,0.3333,0.2944,SVClinear
0.61,0.9167,0.5487,0.4393,0.7092,0.5,0.7327,SVClinear
0.3006,0.5033,0.26,0.1936,0.3618,0.8333,0.3817,SVClinear
0.4328,0.3633,0.4467,0.1754,0.4014,0.5,0.405,SVClinear
0.6644,0.29,0.7393,0.2241,0.463,0.1667,0.5147,SVClinear
0.4939,0.68,0.4567,0.3097,0.5572,0.3333,0.5683,SVClinear
0.4994,0.58,0.4833,0.2788,0.5294,0.6667,0.5317,SVClinear
0.4356,0.4867,0.4253,0.2235,0.4549,0.6667,0.456,SVClinear
0.4439,0.29,0.4747,0.1482,0.371,0.8333,0.3823,SVClinear
0.3783,0.6767,0.3187,0.2662,0.464,0.3333,0.4977,SVClinear
0.5167,0.9405,0.3877,0.4759,0.6038,0.5,0.6641,SVClinear
0.4606,0.5381,0.437,0.3175,0.4847,0.8333,0.4875,SVClinear
0.4133,0.7524,0.3101,0.3744,0.483,0.6667,0.5313,SVClinear
0.485,0.6286,0.4413,0.3629,0.5267,0.0,0.5349,SVClinear
0.4567,0.4381,0.4623,0.2732,0.4497,0.8333,0.4502,SVClinear
0.5239,0.2857,0.5964,0.2187,0.4127,0.6667,0.441,SVClinear
0.3389,0.8452,0.1848,0.3737,0.3951,0.6667,0.515,SVClinear
0.6383,0.4571,0.6935,0.371,0.563,0.0,0.5753,SVClinear
0.5417,0.4857,0.5587,0.3303,0.5202,0.5,0.5222,SVClinear
0.6317,0.4944,0.6469,0.2114,0.5638,0.0,0.5707,SVClinear
0.5911,0.3167,0.6216,0.1342,0.4434,0.1667,0.4691,SVClinear
0.5811,0.5444,0.5852,0.2063,0.5642,0.8333,0.5648,SVClinear
0.47,0.4111,0.4765,0.1341,0.4419,0.0,0.4438,SVClinear
0.4339,0.6722,0.4074,0.1919,0.5233,1.0,0.5398,SVClinear
0.5172,0.4278,0.5272,0.1504,0.4743,0.3333,0.4775,SVClinear
0.3444,0.6278,0.313,0.1607,0.4432,0.3333,0.4704,SVClinear
0.6211,0.5167,0.6327,0.2148,0.5717,1.0,0.5747,SVClinear
0.5278,0.4111,0.5407,0.1485,0.4715,0.1667,0.4759,SVClinear
0.7178,0.45,0.7713,0.3474,0.5891,0.1667,0.6107,SVClinear
0.54,0.4,0.568,0.2247,0.4766,0.5,0.484,SVClinear
0.3594,0.5533,0.3207,0.2232,0.42,0.5,0.437,SVClinear
0.4022,0.6267,0.3573,0.259,0.4732,0.1667,0.492,SVClinear
0.5156,0.47,0.5247,0.2449,0.4965,0.0,0.4973,SVClinear
0.5756,0.6033,0.57,0.3214,0.5863,0.1667,0.5867,SVClinear
0.6872,0.3933,0.746,0.2954,0.5417,0.3333,0.5697,SVClinear
0.4994,0.5767,0.484,0.2775,0.5282,0.0,0.5303,SVClinear
0.455,0.5867,0.4287,0.2641,0.5015,0.5,0.5077,SVClinear
0.6856,0.7571,0.6638,0.5291,0.7089,0.6667,0.7105,SVClinear
0.5228,0.5452,0.5159,0.3474,0.5299,0.8333,0.5306,SVClinear
0.5011,0.681,0.4464,0.3888,0.551,0.6667,0.5637,SVClinear
0.4128,0.5571,0.3688,0.3068,0.4532,0.0,0.463,SVClinear
0.3917,0.5333,0.3486,0.2904,0.431,0.0,0.4409,SVClinear
0.4122,0.5143,0.3812,0.2899,0.4427,0.5,0.4477,SVClinear
0.5672,0.581,0.563,0.3852,0.5719,0.8333,0.572,SVClinear
0.465,0.4595,0.4667,0.2859,0.4626,0.0,0.4631,SVClinear
0.4878,0.5667,0.4638,0.3403,0.5124,0.8333,0.5152,SVClinear
0.9178,0.4167,0.9735,0.5031,0.636,0.1667,0.6951,SVClinear
0.43,0.6167,0.4093,0.178,0.5022,0.6667,0.513,SVClinear
0.6,0.5444,0.6062,0.2134,0.5732,0.8333,0.5753,SVClinear
0.5156,0.4444,0.5235,0.1555,0.4822,0.3333,0.484,SVClinear
0.5528,0.4833,0.5605,0.1783,0.5205,0.0,0.5219,SVClinear
0.5306,0.3611,0.5494,0.1336,0.445,0.8333,0.4552,SVClinear
0.46,0.5667,0.4481,0.1735,0.5036,0.8333,0.5074,SVClinear
0.5583,0.4722,0.5679,0.1761,0.5176,0.1667,0.5201,SVClinear
0.5283,0.5111,0.5302,0.178,0.5197,0.5,0.5207,SVClinear
0.8261,0.6833,0.8547,0.5667,0.7638,0.5,0.769,SVClinear
0.5556,0.3567,0.5953,0.2113,0.4607,0.3333,0.476,SVClinear
0.5733,0.4933,0.5893,0.278,0.5389,0.8333,0.5413,SVClinear
0.605,0.32,0.662,0.2128,0.4602,0.6667,0.491,SVClinear
0.6433,0.3933,0.6933,0.2692,0.5222,0.8333,0.5433,SVClinear
0.5278,0.4967,0.534,0.2593,0.5141,0.3333,0.5153,SVClinear
0.5933,0.6167,0.5887,0.3353,0.6017,0.3333,0.6027,SVClinear
0.4911,0.38,0.5133,0.1992,0.4413,0.3333,0.4467,SVClinear
0.4494,0.3667,0.466,0.1811,0.4119,0.1667,0.4163,SVClinear
0.6917,0.7381,0.6775,0.5278,0.7072,0.3333,0.7078,SVClinear
0.4878,0.3357,0.5341,0.234,0.4228,1.0,0.4349,SVClinear
0.5478,0.5524,0.5464,0.3628,0.5491,0.6667,0.5494,SVClinear
0.6111,0.4429,0.6623,0.3471,0.5414,0.3333,0.5526,SVClinear
0.5161,0.4571,0.5341,0.3061,0.4941,0.3333,0.4956,SVClinear
0.3883,0.6119,0.3203,0.3184,0.4427,0.6667,0.4661,SVClinear
0.4828,0.4643,0.4884,0.2951,0.4761,1.0,0.4763,SVClinear
0.5339,0.4262,0.5667,0.2991,0.4914,0.8333,0.4964,SVClinear
0.5522,0.3452,0.6152,0.264,0.4599,0.1667,0.4802,SVClinear
0.8914,0.8556,0.8933,0.4409,0.874,0.8333,0.8744,SVClinear
0.6647,0.8278,0.6561,0.198,0.7366,0.5,0.742,SVClinear
0.5244,0.5111,0.5251,0.097,0.5181,1.0,0.5181,SVClinear
0.8275,0.3278,0.8538,0.1597,0.529,0.1667,0.5908,SVClinear
0.2636,0.3056,0.2614,0.0399,0.2826,0.1667,0.2835,SVClinear
0.5706,0.1278,0.5939,0.0289,0.2754,0.0,0.3608,SVClinear
0.3531,0.6611,0.3368,0.0927,0.4716,0.8333,0.499,SVClinear
0.6575,0.6333,0.6588,0.1561,0.6456,1.0,0.6461,SVClinear
0.5314,0.7944,0.5175,0.145,0.6411,1.0,0.656,SVClinear
0.91,0.3733,0.9588,0.4087,0.598,0.0,0.6661,SVClinear
0.5436,0.4733,0.55,0.1474,0.5102,0.5,0.5117,SVClinear
0.8219,0.1867,0.8797,0.1482,0.4035,0.0,0.5332,SVClinear
0.4992,0.53,0.4964,0.1501,0.5127,0.5,0.5132,SVClinear
0.6142,0.2033,0.6515,0.0807,0.3639,0.3333,0.4274,SVClinear
0.8114,0.3733,0.8512,0.2481,0.5635,0.3333,0.6123,SVClinear
0.5794,0.3933,0.5964,0.1351,0.4842,0.5,0.4948,SVClinear
0.4864,0.4767,0.4873,0.1341,0.4818,0.0,0.482,SVClinear
0.4283,0.6467,0.4085,0.1588,0.5139,0.5,0.5276,SVClinear
0.9597,0.8,0.9808,0.8222,0.8856,0.5,0.8904,SVClinear
0.5967,0.3738,0.6261,0.1778,0.4838,0.1667,0.5,SVClinear
0.4425,0.5452,0.4289,0.1858,0.4835,0.1667,0.4871,SVClinear
0.6686,0.0357,0.7522,0.0245,0.1639,0.0,0.394,SVClinear
0.5536,0.2976,0.5874,0.1346,0.4181,0.1667,0.4425,SVClinear
0.4983,0.5048,0.4975,0.1901,0.5009,0.8333,0.5011,SVClinear
0.6017,0.5262,0.6116,0.2355,0.567,0.8333,0.5689,SVClinear
0.7339,0.4119,0.7764,0.2653,0.5655,0.1667,0.5942,SVClinear
0.5261,0.5929,0.5173,0.2259,0.5537,0.8333,0.5551,SVClinear
0.7925,0.6,0.8026,0.2243,0.6938,0.5,0.7013,SVClinear
0.6575,0.4278,0.6696,0.1111,0.5349,0.0,0.5487,SVClinear
0.5542,0.4389,0.5602,0.0898,0.4958,0.0,0.4996,SVClinear
0.5944,0.4944,0.5997,0.1087,0.5445,0.8333,0.5471,SVClinear
0.56,0.4444,0.5661,0.0919,0.5016,0.1667,0.5053,SVClinear
0.5725,0.1833,0.593,0.0411,0.329,0.0,0.3882,SVClinear
0.5833,0.4444,0.5906,0.0966,0.5116,0.6667,0.5175,SVClinear
0.5797,0.3222,0.5933,0.0713,0.4372,0.0,0.4577,SVClinear
0.4664,0.3944,0.4702,0.0689,0.4306,0.5,0.4323,SVClinear
0.6486,0.5933,0.6536,0.2196,0.6227,0.6667,0.6235,SVClinear
0.485,0.66,0.4691,0.176,0.5563,1.0,0.5645,SVClinear
0.4342,0.6,0.4191,0.1502,0.5014,0.5,0.5095,SVClinear
0.3936,0.6833,0.3673,0.1581,0.501,1.0,0.5253,SVClinear
0.52,0.6433,0.5088,0.1826,0.572,0.6667,0.5761,SVClinear
0.5069,0.5733,0.5009,0.1623,0.5358,0.6667,0.5371,SVClinear
0.5214,0.44,0.5288,0.1329,0.4824,0.0,0.4844,SVClinear
0.5431,0.5067,0.5464,0.156,0.526,0.5,0.5265,SVClinear
0.3956,0.6967,0.3682,0.1612,0.5063,0.5,0.5324,SVClinear
0.9125,0.4786,0.9698,0.5606,0.6812,0.3333,0.7242,SVClinear
0.4181,0.5905,0.3953,0.1914,0.4828,0.5,0.4929,SVClinear
0.5892,0.5119,0.5994,0.2253,0.5539,0.3333,0.5556,SVClinear
0.5125,0.581,0.5035,0.2176,0.5408,0.5,0.5422,SVClinear
0.4786,0.5833,0.4648,0.2071,0.5207,0.8333,0.5241,SVClinear
0.4556,0.6048,0.4358,0.2058,0.5133,0.5,0.5203,SVClinear
0.5967,0.2548,0.6418,0.1284,0.4044,0.0,0.4483,SVClinear
0.6175,0.2643,0.6642,0.1389,0.4187,0.5,0.4642,SVClinear
0.5311,0.5429,0.5296,0.2127,0.5361,0.1667,0.5362,SVClinear
0.8972,0.3667,0.9251,0.2627,0.5821,0.1667,0.6459,SVClinear
0.6197,0.4556,0.6284,0.107,0.5349,0.5,0.542,SVClinear
0.5317,0.4444,0.5363,0.0867,0.4882,0.6667,0.4904,SVClinear
0.4981,0.4556,0.5003,0.0831,0.4769,0.5,0.4779,SVClinear
0.5506,0.4444,0.5561,0.09,0.4971,0.0,0.5003,SVClinear
0.6058,0.4222,0.6155,0.0968,0.5097,0.1667,0.5189,SVClinear
0.505,0.5611,0.502,0.1019,0.5306,0.6667,0.5316,SVClinear
0.5575,0.5111,0.5599,0.1036,0.535,0.5,0.5355,SVClinear
0.5644,0.4444,0.5708,0.0926,0.5034,0.8333,0.5076,SVClinear
0.85,0.35,0.8955,0.2791,0.5586,0.0,0.6227,SVClinear
0.6017,0.4433,0.6161,0.156,0.5208,0.3333,0.5297,SVClinear
0.4517,0.5133,0.4461,0.135,0.4784,0.0,0.4797,SVClinear
0.5517,0.49,0.5573,0.1541,0.5225,0.8333,0.5236,SVClinear
0.5758,0.4833,0.5842,0.1595,0.531,0.3333,0.5338,SVClinear
0.6208,0.4533,0.6361,0.1663,0.5367,0.6667,0.5447,SVClinear
0.6681,0.3433,0.6976,0.147,0.4887,0.6667,0.5205,SVClinear
0.4647,0.5,0.4615,0.1348,0.4804,0.3333,0.4808,SVClinear
0.4589,0.54,0.4515,0.1427,0.4938,0.5,0.4958,SVClinear
0.7631,0.4548,0.8038,0.3093,0.6045,0.5,0.6293,SVClinear
0.5494,0.4405,0.5638,0.1858,0.4982,0.5,0.5022,SVClinear
0.4994,0.431,0.5085,0.1676,0.4681,0.1667,0.4697,SVClinear
0.5908,0.3929,0.617,0.1831,0.492,0.3333,0.5049,SVClinear
0.5517,0.4762,0.5616,0.1982,0.5163,0.3333,0.5189,SVClinear
0.5083,0.4476,0.5164,0.1754,0.4806,0.0,0.482,SVClinear
0.5225,0.4929,0.5264,0.1944,0.509,0.3333,0.5096,SVClinear
0.51,0.4857,0.5132,0.1881,0.4993,0.6667,0.4995,SVClinear
0.5817,0.2952,0.6195,0.1414,0.4267,0.5,0.4574,SVClinear
0.9717,0.7889,0.992,0.8473,0.8844,0.5,0.8904,SVCpoly
0.5478,0.3833,0.566,0.1449,0.4639,0.1667,0.4747,SVCpoly
0.7017,0.2944,0.7469,0.1652,0.4684,0.3333,0.5207,SVCpoly
0.3678,0.45,0.3586,0.1246,0.4014,0.6667,0.4043,SVCpoly
0.6478,0.1944,0.6981,0.0994,0.3683,0.0,0.4463,SVCpoly
0.5361,0.1111,0.5833,0.0459,0.2513,0.0,0.3472,SVCpoly
0.2672,0.7944,0.2086,0.1781,0.4067,1.0,0.5015,SVCpoly
0.4956,0.6556,0.4778,0.2061,0.5592,1.0,0.5667,SVCpoly
0.5172,0.4889,0.5204,0.1681,0.5035,0.8333,0.5046,SVCpoly
0.9456,0.9433,0.946,0.8524,0.9446,0.1667,0.9447,SVCpoly
0.5911,0.4267,0.624,0.2586,0.516,0.3333,0.5253,SVCpoly
